"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(-72.78306, 75.30583)",2,221,2.21,111.61,2006,2006,2006.00
"(-84.27383, 161.68987)",2,14.8,4.3,9.55,1986,1986,1986.00
"(-72.935, 75.31861)",2,143.4,1.51,72.46,2003,2003,2003.00
"(-30.5, 131.7)",2,53,1.6,27.30,2009,2009,2009.00
"(-72.77361, 75.32)",2,2.06,1.73,1.90,2003,2003,2003.00
"(-84.57571, 162.56772)",2,82.2,3.9,43.05,1993,1993,1993.00
"(-72.77361, 75.32083)",2,1.14,0.55,0.85,2003,2003,2003.00
"(19.15, 54.58333)",2,3452,31,1741.50,2001,2001,2001.00
"(-72.78222, 75.29944)",2,3.26,1.74,2.50,2006,2006,2006.00
"(-30.47483, 126.35883)",2,40.37,16.01,28.19,1994,1994,1994.00
"(34.21667, -103.18333)",2,17.3,4.75,11.03,2005,2004,2004.50
"(-35.90667, 141.855)",2,1553,690,1121.50,1994,1994,1994.00
"(-72.77778, 75.32806)",2,161.77,0.83,81.30,2006,2003,2004.50
"(-72.773333, 75.3375)",2,6.2,0.99,3.60,2003,2003,2003.00
"(29.865, 11.69167)",2,4000,1470,2735.00,1986,1986,1986.00
"(-76.68861, 159.38)",2,4.3,3.8,4.05,1981,1981,1981.00
"(-84.2737, 161.69157)",2,8.1,5.4,6.75,1986,1986,1986.00
"(29.037, 17.0185)",2,1475,172,823.50,1990,1990,1990.00
"(26.98333, 16.41667)",2,237,43,140.00,1999,1999,1999.00
"(-84.58308, 162.7736)",2,236.8,179.1,207.95,1990,1990,1990.00
"(-72.95169, 160.51428)",2,10.5,8.64,9.57,2003,2003,2003.00
"(-72.98717, 160.40433)",2,8.6,7.8,8.20,1993,1993,1993.00
"(34.91667, -117.83333)",2,223,18.4,120.70,1936,1936,1936.00
"(-72.99306, 160.41028)",2,16.3,3.5,9.90,1999,1999,1999.00
"(18.741611, 54.26175)",2,952,849,900.50,2005,2005,2005.00
"(-76.69194, 159.38805)",2,13.4,7.7,10.55,1981,1981,1981.00
"(18.18233, 55.50183)",2,10350,10350,10350.00,2001,2001,2001.00
"(27.59056, 4.66278)",2,1276,546,911.00,2002,2002,2002.00
"(-72.984167, 75.246944)",2,25,20.23,22.62,2003,2003,2003.00
"(-72.78139, 75.27944)",2,0.65,0.63,0.64,2003,2003,2003.00
"(-30.73783, 127.95367)",2,6.99,0.83,3.91,1992,1992,1992.00
"(27.56667, 4.08333)",2,171,143,157.00,1990,1990,1990.00
"(-72.95358, 160.49214)",2,5.54,4.51,5.03,2003,2003,2003.00
"(-72.773889, 75.342222)",2,1.8,1.09,1.45,2003,2003,2003.00
"(26.25, 13.01667)",2,895,538,716.50,1999,1999,1999.00
"(-72.98861, 160.40694)",2,14.9,6.6,10.75,1997,1997,1997.00
"(-72.9825, 75.2503)",2,0.88,0.48,0.68,2003,2003,2003.00
"(-72.99472, 160.39972)",2,4.2,2.2,3.20,2001,2001,2001.00
"(-77.2, 159.83333)",2,1644.4,17.4,830.90,1996,1996,1996.00
"(-72.99694, 75.20611)",2,14.1,1.79,7.95,2003,2003,2003.00
"(-72.77444, 75.32306)",2,4.25,1.28,2.77,2003,2003,2003.00
"(35.95, -104.2)",2,47200,5619,26409.50,1934,1933,1933.50
"(28.95, -97.40278)",2,5397,3500,4448.50,1969,1957,1963.00
"(-72.774722, 75.325)",2,2.48,2.11,2.30,2003,2003,2003.00
"(-76.70306, 159.39306)",2,34.9,2.7,18.80,1979,1979,1979.00
"(-72.773333, 75.338611)",2,0.68,0.65,0.67,2003,2003,2003.00
"(-76.69472, 159.38944)",2,19.7,9.5,14.60,1981,1981,1981.00
"(-72.93833, 75.28972)",2,56.95,13.48,35.22,2003,2003,2003.00
"(-72.95167, 160.50889)",2,7.4,6.6,7.00,2001,2001,2001.00
"(-76.71059, 158.78497)",2,81.2,0.7,40.95,1981,1981,1981.00
"(-72.95269, 160.47017)",2,9.02,1.36,5.19,2003,2003,2003.00
"(-84.27385, 161.68603)",2,28.6,5.9,17.25,1986,1986,1986.00
"(34.05, -101.75)",2,695,610,652.50,1936,1936,1936.00
"(-72.9825, 75.250278)",2,1.07,0.56,0.82,2003,2003,2003.00
"(-72.773611, 75.339167)",2,2.2,0.84,1.52,2003,2003,2003.00
"(-72.780833, 75.305278)",2,2.24,1.29,1.77,2006,2006,2006.00
"(-20.9818, 22.9766)",2,13500,585,7042.50,1999,1999,1999.00
"(-30.35, 130.03333)",2,43,43,43.00,1991,1991,1991.00
"(32.73333, -103.1)",2,2300,1600,1950.00,1933,1933,1933.00
"(34.06667, -103.5)",2,3240,595.8,1917.90,1967,1967,1967.00
"(-30.668, 129.462)",2,159.9,100,129.95,1991,1991,1991.00
"(-30.1255, 126.89)",2,28.7,3.4,16.05,1993,1993,1993.00
"(-30.08333, 128.91667)",2,330,121,225.50,1993,1991,1992.00
"(27.66667, 4.28333)",2,869,186,527.50,1990,1990,1990.00
"(40.15, -103.16667)",2,4000,1050,2525.00,1961,1940,1950.50
"(27.10483, 16.01133)",2,483,113,298.00,1995,1995,1995.00
"(-72.93528, 75.31944)",2,21.7,6.78,14.24,2006,2006,2006.00
"(-72.778611, 75.327222)",2,50.69,1.59,26.14,2006,2006,2006.00
"(32.33333, -3.5)",2,1150,319,734.50,1999,1999,1999.00
"(27.23333, 16.1)",2,78,42,60.00,2000,2000,2000.00
"(35.85, -82.7)",2,21800,11300,16550.00,1873,1854,1863.50
"(33.51667, -95.3)",2,15000,604,7802.00,1944,1926,1935.00
"(-31.1, 138.26667)",2,8810,66,4438.00,1975,1968,1971.50
"(-25.0, -69.5)",2,15600,2500,9050.00,2002,1874,1938.00
"(33.88333, -103.56667)",2,30.3,7.5,18.90,1978,1976,1977.00
"(-71.80417, 36.29167)",2,134.9,67.1,101.00,1974,1974,1974.00
"(33.275, -102.96)",2,101,53,77.00,1980,1980,1980.00
"(-72.98389, 75.2466)",2,1.8,0.5,1.15,2006,2006,2006.00
"(-72.786389, 75.296667)",2,0.75,0.7,0.73,2006,2006,2006.00
"(-72.9839, 75.2514)",2,1.57,0.83,1.20,2003,2003,2003.00
"(-72.78944, 75.27833)",2,6.87,1.19,4.03,2006,2006,2006.00
"(29.50639, 11.49861)",2,2600,304,1452.00,1986,1986,1986.00
"(-72.95275, 160.4837)",2,41.4,16.6,29.00,2009,2009,2009.00
"(-72.78167, 75.3)",2,26.75,12.38,19.57,2006,2006,2006.00
"(37.08333, -101.6)",2,435,50,242.50,1942,1941,1941.50
"(-76.69, 159.26305)",2,3835.3,80.1,1957.70,1981,1981,1981.00
"(-72.79278, 75.27472)",2,1.18,0.51,0.85,2006,2006,2006.00
"(19.32667, 54.785)",2,6,3.83,4.92,2001,2001,2001.00
"(-72.78222, 75.32167)",2,2.96,1.75,2.36,2006,2006,2006.00
"(27.01667, 16.36667)",2,2125,96,1110.50,1999,1999,1999.00
"(-72.77417, 75.31611)",2,94.91,0.47,47.69,2006,2003,2004.50
"(23.6, -5.0)",2,8000,1000,4500.00,1999,1999,1999.00
"(-72.773056, 75.338056)",2,603.7,1.84,302.77,2006,2003,2004.50
"(-72.99547, 160.39372)",2,8.25,2.51,5.38,2003,2003,2003.00
"(-72.773611, 75.320833)",2,2.2,1.59,1.90,2003,2003,2003.00
"(19.15167, 54.775)",2,353,12,182.50,2001,2001,2001.00
"(-72.775, 75.32944)",2,46.13,14.56,30.35,2003,2003,2003.00
"(-72.77389, 75.34278)",2,5.66,0.8,3.23,2003,2003,2003.00
"(-72.98417, 75.24694)",2,50.07,13.11,31.59,2003,2003,2003.00
"(-29.75, 141.03333)",2,5800,294,3047.00,1914,1914,1914.00
"(-72.777222, 75.338889)",2,31.33,1.06,16.20,2006,2003,2004.50
"(33.61667, -103.45)",2,405.8,57.3,231.55,1971,1970,1970.50
"(-72.9975, 75.24417)",2,8.83,0.45,4.64,2003,2003,2003.00
"(-72.76944, 75.3375)",2,3.26,2.5,2.88,2006,2006,2006.00
"(-72.95556, 160.44775)",2,3.93,0.8,2.37,1990,1990,1990.00
"(-72.7725, 75.346667)",2,1.76,0.95,1.36,2006,2006,2006.00
"(34.3, -103.43333)",2,361.5,7.9,184.70,1971,1971,1971.00
"(-72.95178, 160.50997)",2,0.78,0.41,0.60,2004,2004,2004.00
"(27.76667, 4.41667)",2,849,70,459.50,2002,2002,2002.00
"(-72.95472, 160.44)",2,15.7,13,14.35,1995,1995,1995.00
"(18.56615, 54.15795)",2,1305.1,65.6,685.35,2008,2008,2008.00
"(45.7, 43.7)",2,12700,4239,8469.50,1981,1972,1976.50
"(40.51667, -103.26667)",2,2100,77,1088.50,1964,1963,1963.50
"(19.13667, 54.56333)",2,795,35,415.00,2002,2002,2002.00
"(-76.03333, 160.18333)",2,104,5.8,54.90,1992,1992,1992.00
"(35.95, -84.56667)",2,30000,13000,21500.00,1947,1938,1942.50
"(-72.780556, 75.3075)",2,5.01,2.96,3.99,2006,2006,2006.00
"(34.5, -102.25)",2,3600,44,1822.00,1967,1938,1952.50
"(-72.98806, 160.40833)",2,1.7,1.2,1.45,2001,2001,2001.00
"(-76.90892, 156.52294)",2,21.9,3.2,12.55,1985,1985,1985.00
"(-72.77389, 75.34333)",2,2.57,2.13,2.35,2003,2003,2003.00
"(-72.955, 160.52806)",2,60.4,26.1,43.25,1997,1997,1997.00
"(-72.773889, 75.339444)",2,9.25,4.47,6.86,2003,2003,2003.00
"(-85.67746, -69.04883)",2,3.9,3,3.45,1991,1991,1991.00
"(-84.27382, 161.68591)",2,5.1,1.5,3.30,1986,1986,1986.00
"(-72.781111, 75.305278)",2,47.61,12.62,30.12,2006,2006,2006.00
"(27.05, 16.05)",2,108,33,70.50,1999,1999,1999.00
"(18.39333, 54.16667)",2,160,139,149.50,1999,1999,1999.00
"(27.19583, 16.01317)",2,615,415,515.00,1996,1996,1996.00
"(27.55, 4.13333)",2,392,385,388.50,1990,1989,1989.50
"(27.25, 16.18333)",2,58,54,56.00,2000,2000,2000.00
"(-72.781944, 75.299444)",2,74.48,28.23,51.36,2006,2006,2006.00
"(-72.95333, 160.48389)",2,0.3,0.2,0.25,1997,1997,1997.00
"(26.99533, 16.44683)",2,1103,688,895.50,2000,2000,2000.00
"(-72.775556, 75.338611)",2,1.6,0.66,1.13,2003,2003,2003.00
"(-72.98917, 160.40528)",2,26.6,8.9,17.75,2001,2001,2001.00
"(-72.98889, 160.40583)",2,1.3,1.2,1.25,2001,2001,2001.00
"(-84.27366, 161.69394)",2,10,4.2,7.10,1986,1986,1986.00
"(27.37817, 16.31217)",2,120,97,108.50,1997,1997,1997.00
"(36.3, -82.88333)",2,136000,6400,71200.00,1876,1842,1859.00
"(35.03815, -116.7531)",2,412.05,3.2,207.63,1999,1999,1999.00
"(37.25, -98.13333)",2,5622,5622,5622.00,1996,1955,1975.50
"(-72.771944, 75.344722)",2,1.2,0.77,0.99,2006,2006,2006.00
"(-72.77417, 75.34528)",2,1.71,0.69,1.20,2003,2003,2003.00
"(26.96667, 16.41667)",2,578,321,449.50,1999,1999,1999.00
"(-72.78111, 75.30528)",2,14.14,4.02,9.08,2006,2006,2006.00
"(34.53333, -101.7)",2,4800,1238,3019.00,1970,1917,1943.50
"(-72.773889, 75.32)",2,1.16,1.09,1.13,2003,2003,2003.00
"(-72.98833, 160.40861)",2,1.9,1.2,1.55,1995,1995,1995.00
"(37.11667, -101.6)",2,440,207.5,323.75,1939,1936,1937.50
"(27.51667, 3.91667)",2,120,118,119.00,1989,1989,1989.00
"(-72.95489, 160.44469)",2,10.84,1.1,5.97,1990,1990,1990.00
"(-72.77861, 75.31778)",2,6.89,4.94,5.92,2006,2006,2006.00
"(-72.98389, 75.24667)",2,2.93,0.5,1.72,2006,2006,2006.00
"(34.58333, -102.08333)",2,1500,222,861.00,1970,1968,1969.00
"(-76.69205, 159.29708)",2,12.42,11.86,12.14,1988,1988,1988.00
"(27.1575, 16.208)",2,263,171,217.00,1996,1996,1996.00
"(-72.773889, 75.3425)",2,8.36,0.98,4.67,2003,2003,2003.00
"(-72.77722, 75.32972)",2,144.35,8.32,76.34,2006,2006,2006.00
"(34.125, -115.56333)",2,62.1,4.4,33.25,1999,1999,1999.00
"(-72.9833, 75.2514)",2,0.47,0.45,0.46,2003,2003,2003.00
"(-72.77361, 75.34361)",2,0.69,0.47,0.58,2003,2003,2003.00
"(-72.99, 160.40389)",2,9,6.5,7.75,2001,2001,2001.00
"(18.9622, 54.59012)",2,99.81,89.45,94.63,2001,2001,2001.00
"(-72.77833, 75.33028)",2,406.1,14.55,210.33,2006,2003,2004.50
"(34.95, -107.16667)",2,1400,1200,1300.00,1979,1979,1979.00
"(27.5, 3.83333)",2,362,290,326.00,1990,1990,1990.00
"(27.85, -7.8)",2,6000,124,3062.00,2005,2002,2003.50
"(31.91667, -106.15)",2,314,150,232.00,1985,1985,1985.00
"(21.00833, 57.31)",2,1352,688,1020.00,2004,2002,2003.00
"(-72.775, 75.3175)",2,35.91,0.45,18.18,2003,2003,2003.00
"(-72.95202, 160.50618)",2,4,3.9,3.95,2011,2011,2011.00
"(-72.77861, 75.33083)",2,37.8,0.47,19.14,2003,2003,2003.00
"(-73.113889, 75.165833)",2,2.23,2.03,2.13,2006,2006,2006.00
"(-84.27394, 161.68329)",2,31.1,2.6,16.85,1993,1993,1993.00
"(-72.99542, 160.39733)",2,9.57,3.51,6.54,2004,2004,2004.00
"(-72.98389, 75.25111)",2,0.56,0.56,0.56,2003,2003,2003.00
"(26.966, 16.50283)",2,48.4,12.9,30.65,2000,2000,2000.00
"(33.03333, -102.33333)",2,55000,45000,50000.00,1964,1940,1952.00
"(-72.77611, 75.31389)",2,1.94,1.18,1.56,2006,2006,2006.00
"(-76.74245, 159.37458)",2,71.6,15.5,43.55,2009,2009,2009.00
"(-72.95111, 160.51389)",2,13.9,0.5,7.20,1995,1995,1995.00
"(-72.99, 160.40639)",2,6.6,5.4,6.00,2001,2001,2001.00
"(41.5, 93.55)",2,1260,557,908.50,2011,2011,2011.00
"(-72.787222, 75.274444)",2,0.96,0.77,0.87,2006,2006,2006.00
"(29.1, 12.31667)",2,27064,3710,15387.00,2000,2000,2000.00
"(-72.77833, 75.31861)",2,3.33,1.78,2.56,2006,2006,2006.00
"(-72.77417, 75.33167)",2,2.17,0.67,1.42,2003,2003,2003.00
"(-72.77806, 75.32722)",2,35.23,0.83,18.03,2006,2003,2004.50
"(-72.779722, 75.316111)",2,162.84,7.14,84.99,2006,2006,2006.00
"(37.63333, -102.41667)",2,19700,3000,11350.00,1970,1962,1966.00
"(-84.27378, 161.68879)",2,47.7,5.4,26.55,1993,1993,1993.00
"(34.58333, -102.05)",2,13100,884.3,6992.15,1977,1971,1974.00
"(-31.2, 138.3)",2,304.3,304,304.15,1972,1972,1972.00
"(27.16267, 16.296)",2,150,126,138.00,1998,1998,1998.00
"(-25.575, -69.795)",2,1229,345,787.00,2002,2001,2001.50
"(-72.784444, 75.280278)",2,1.6,1.46,1.53,2006,2006,2006.00
"(-72.95506, 160.43857)",2,9.3,4.1,6.70,1991,1990,1990.50
"(-72.78, 75.27944)",2,4.96,2.53,3.75,2006,2006,2006.00
"(-30.48083, 126.34633)",2,6.13,0.4,3.27,1994,1994,1994.00
"(-72.77722, 75.32833)",2,160.87,137.48,149.18,2006,2006,2006.00
"(-72.773889, 75.339167)",2,1.31,1.18,1.25,2003,2003,2003.00
"(63.91667, -139.33333)",2,16000,483,8241.50,1905,1901,1903.00
"(-72.99583, 75.20667)",2,32.2,1.26,16.73,2003,2003,2003.00
"(27.46667, 3.71667)",2,433,218,325.50,1990,1990,1990.00
"(-72.98833, 160.40694)",2,1.3,0.7,1.00,2001,1997,1999.00
"(27.11667, 16.43333)",2,532,385,458.50,1999,1999,1999.00
"(-72.77861, 75.3175)",2,221,20.92,120.96,2006,2006,2006.00
"(-72.77917, 75.31333)",2,35.53,18.56,27.05,2006,2006,2006.00
"(-23.2705, -70.483)",2,2625,205,1415.00,2003,2003,2003.00
"(-72.984722, 75.249722)",2,0.61,0.61,0.61,2003,2003,2003.00
"(26.95, 16.45)",2,119,53,86.00,2000,1999,1999.50
"(27.7, 4.06667)",2,708,581,644.50,1989,1989,1989.00
"(-72.77194, 75.34472)",2,4.27,0.5,2.39,2006,2006,2006.00
"(-30.48333, 131.55)",2,2.6,1.3,1.95,2008,2008,2008.00
"(-76.68417, 159.35667)",2,2.2,1.4,1.80,1981,1981,1981.00
"(-76.68778, 159.36)",2,7.1,4.4,5.75,1981,1981,1981.00
"(19.99702, 56.51212)",2,1212.5,1212.5,1212.50,2005,2005,2005.00
"(-72.95131, 160.51306)",2,10.1,7.13,8.62,2003,2003,2003.00
"(19.02833, 54.54833)",2,320,87,203.50,2001,2000,2000.50
"(-72.785, 75.29694)",2,2.79,2.15,2.47,2006,2006,2006.00
"(-72.78694, 75.27278)",2,1.76,1.39,1.58,2006,2006,2006.00
"(19.98358, 56.77298)",2,3713.75,1211.57,2462.66,2002,2002,2002.00
"(-84.27383, 161.68573)",2,5,3.7,4.35,1993,1993,1993.00
"(-72.775278, 75.3375)",2,242,1.28,121.64,2006,2003,2004.50
"(-72.934167, 75.32)",2,52.51,1.32,26.92,2006,2006,2006.00
"(27.0345, 16.14283)",2,828,158.1,493.05,2001,2000,2000.50
"(-27.46667, -60.58333)",2,50000000,1667,25000833.50,2002,1575,1788.50
"(26.96667, 16.4)",2,1120,45,582.50,1999,1999,1999.00
"(-72.95212, 160.46458)",2,3.9,2.1,3.00,2011,2011,2011.00
"(19.8579, 56.99973)",2,2711,2711,2711.00,2003,2003,2003.00
"(-72.98917, 160.40861)",2,2.2,1.7,1.95,1996,1995,1995.50
"(-72.95278, 160.47237)",2,16,10.6,13.30,2009,2009,2009.00
"(-76.7147, 158.74467)",2,70.9,64.9,67.90,1981,1981,1981.00
"(27.48333, 3.8)",2,987,107,547.00,1990,1990,1990.00
"(-72.77944, 75.29528)",2,12.24,1.19,6.72,2003,2003,2003.00
"(-76.70139, 159.35361)",2,310,60,185.00,1979,1979,1979.00
"(27.58333, 3.96667)",2,920,171,545.50,1990,1989,1989.50
"(-72.95381, 160.50646)",2,4.9,2.3,3.60,1990,1990,1990.00
"(-72.93528, 75.32194)",2,44.31,8.25,26.28,2006,2006,2006.00
"(37.86667, -100.66667)",2,100000,2125,51062.50,1939,1917,1928.00
"(30.83333, -3.33333)",2,39000,12000,25500.00,1998,1998,1998.00
"(-72.95306, 160.46361)",2,10.7,3.9,7.30,1995,1995,1995.00
"(-72.96663, 160.52762)",2,3.5,2.5,3.00,2011,2011,2011.00
"(-76.27009, 156.46006)",2,19.6,13.5,16.55,1987,1987,1987.00
"(19.75073, 56.96652)",2,3563,3563,3563.00,2003,2003,2003.00
"(-30.06667, 128.96667)",2,128.7,66.5,97.60,1974,1974,1974.00
"(-23.18333, -70.43333)",2,2900,1300,2100.00,2000,2000,2000.00
"(27.73333, 4.16667)",2,345,287,316.00,1990,1990,1990.00
"(-84.27382, 161.68676)",2,18.5,15.1,16.80,1986,1986,1986.00
"(-33.61667, 115.91667)",2,414,76.6,245.30,1918,1918,1918.00
"(26.972, 16.468)",2,27.1,7.4,17.25,2000,2000,2000.00
"(-72.78333, 75.29528)",2,3.94,1.18,2.56,2006,2006,2006.00
"(-72.77333, 75.32222)",2,24.9,0.56,12.73,2003,2003,2003.00
"(-72.778611, 75.332778)",2,2.48,1.3,1.89,2006,2006,2006.00
"(-72.784722, 75.289167)",2,2.25,1.82,2.04,2006,2006,2006.00
"(19.32667, 54.78333)",2,251.2,4,127.60,2001,2001,2001.00
"(-72.77528, 75.35361)",2,8.35,1.56,4.96,2006,2006,2006.00
"(34.655, -101.64)",2,2160,1800,1980.00,1972,1972,1972.00
"(-76.69471, 159.28726)",2,24.9,22.6,23.75,1988,1988,1988.00
"(37.21667, -117.08333)",2,80.8,23.03,51.92,1998,1998,1998.00
"(-72.77444, 75.3225)",2,0.83,0.44,0.64,2003,2003,2003.00
"(-72.99167, 160.40889)",2,7.13,0.92,4.03,1993,1990,1991.50
"(26.95, 16.35)",2,382,56,219.00,1999,1999,1999.00
"(-18.58333, -46.53333)",2,200000,32000,116000.00,1925,1925,1925.00
"(-72.98889, 160.40778)",2,19.19,4.2,11.70,2001,1993,1997.00
"(-72.95161, 160.51408)",2,3.35,1.31,2.33,2003,2003,2003.00
"(-72.93528, 75.32)",2,20.94,11.5,16.22,2006,2003,2004.50
"(20.03577, 57.22038)",2,97.27,97.27,97.27,2003,2003,2003.00
"(-30.46667, 129.8)",2,664.4,311.2,487.80,1993,1993,1993.00
"(-72.776111, 75.334444)",2,29,2.26,15.63,2006,2006,2006.00
"(27.54194, 3.82778)",2,1398,334,866.00,1991,1991,1991.00
"(-72.781944, 75.301944)",2,254,46.85,150.43,2006,2006,2006.00
"(19.99733, 56.5352)",2,81.14,81.14,81.14,2005,2005,2005.00
"(-72.7739, 75.3333)",2,0.63,0.6,0.62,2003,2003,2003.00
"(-72.825, 75.35667)",2,79.76,13.59,46.68,2003,2003,2003.00
"(27.08333, 16.25)",2,93,33.6,63.30,2001,2000,2000.50
"(-72.98944, 160.40611)",2,44.1,6.8,25.45,2001,2001,2001.00
"(27.50472, 3.88194)",2,510,475,492.50,1991,1991,1991.00
"(-72.9345, 75.31703)",2,67.19,13.3,40.25,2010,2010,2010.00
"(-72.7775, 75.32889)",2,27.95,12.42,20.19,2006,2006,2006.00
"(-72.793056, 75.278889)",2,1.2,0.74,0.97,2006,2006,2006.00
"(-72.95222, 160.46639)",2,11.77,8.18,9.98,2003,2003,2003.00
"(-76.68778, 159.36056)",2,23.7,20.1,21.90,1981,1981,1981.00
"(-72.95144, 160.51325)",2,7.18,4.47,5.83,2003,2003,2003.00
"(-84.27386, 161.68359)",2,4.9,2.6,3.75,1993,1993,1993.00
"(-30.07967, 126.88917)",2,0.81,0.6,0.71,1994,1994,1994.00
"(-30.8, 127.61667)",2,57.1,25.2,41.15,1982,1982,1982.00
"(40.33333, 81.25)",2,1.7,1.1,1.40,2007,2007,2007.00
"(-72.82444, 75.29167)",2,49.85,22.53,36.19,2003,2003,2003.00
"(34.0, -101.5)",2,10400,1700,6050.00,1950,1937,1943.50
"(-72.783889, 75.308611)",2,0.76,0.76,0.76,2006,2006,2006.00
"(34.11667, -101.78333)",2,700000,2200,351100.00,1950,1917,1933.50
"(32.925, -102.625)",2,11800,2990,7395.00,1989,1989,1989.00
"(-72.89989, 161.129)",2,445,400,422.50,2003,2003,2003.00
"(-76.69306, 159.32666)",2,27,25.1,26.05,1979,1979,1979.00
"(-72.99306, 160.40056)",2,14.1,12.3,13.20,2001,1999,2000.00
"(-72.778611, 75.321111)",2,47.78,2.59,25.19,2006,2006,2006.00
"(-72.99222, 160.39972)",2,3.6,2,2.80,2001,2001,2001.00
"(27.46667, 3.83333)",2,246,132,189.00,2002,1989,1995.50
"(-72.7736, 75.3211)",2,0.55,0.48,0.52,2003,2003,2003.00
"(-76.70111, 159.40305)",2,52.9,15,33.95,1981,1981,1981.00
"(-30.5, 131.68333)",2,1.5,1,1.25,2009,2009,2009.00
"(-72.781389, 75.305556)",2,1.1,0.66,0.88,2003,2003,2003.00
"(19.08188, 54.71472)",2,25000,211,12605.50,2010,2010,2010.00
"(-30.50683, 130.404)",2,84.2,41.8,63.00,1991,1991,1991.00
"(-76.69917, 159.39861)",2,20,4.9,12.45,1983,1983,1983.00
"(19.32833, 54.785)",2,12.86,10.8,11.83,2002,2001,2001.50
"(-72.99167, 75.22222)",2,44.6,16.5,30.55,2003,2003,2003.00
"(27.63333, 4.51667)",2,2538,574,1556.00,1990,1990,1990.00
"(-76.97272, 156.90759)",2,242.9,31.3,137.10,1984,1984,1984.00
"(-72.774167, 75.315278)",2,1.54,1.09,1.32,2003,2003,2003.00
"(-72.775, 75.340833)",2,386.3,0.55,193.43,2003,2003,2003.00
"(-72.77889, 75.31694)",2,172.52,146.39,159.46,2006,2006,2006.00
"(-76.68139, 159.34445)",2,5.6,3.7,4.65,1981,1981,1981.00
"(-72.77972, 75.33083)",2,28.1,2.07,15.09,2006,2006,2006.00
"(-84.2737, 161.69153)",2,19.2,0.6,9.90,1986,1986,1986.00
"(-72.783889, 75.269444)",2,12.91,2.86,7.89,2006,2006,2006.00
"(19.33333, 54.795)",2,204,36,120.00,2002,2000,2001.00
"(-72.95275, 160.49833)",2,26.11,10.17,18.14,2003,2003,2003.00
"(-72.9775, 75.26306)",2,8.02,1.05,4.54,2003,2003,2003.00
"(-72.78028, 75.31556)",2,4.96,2.13,3.55,2006,2006,2006.00
"(-72.7789, 75.3014)",2,0.59,0.47,0.53,2003,2003,2003.00
"(41.2, -103.68333)",2,168400,6690,87545.00,1984,1984,1984.00
"(-72.7792, 75.3106)",2,0.48,0.44,0.46,2003,2003,2003.00
"(34.86, -102.12)",2,7682,257.6,3969.80,1981,1981,1981.00
"(19.3025, 54.555)",2,406,404,405.00,2002,2002,2002.00
"(-30.12633, 127.41033)",2,26.69,9.16,17.93,1992,1992,1992.00
"(19.53428, 55.17403)",2,19.7,2.1,10.90,2008,2008,2008.00
"(33.33139, -102.26889)",2,1495,691,1093.00,1981,1975,1978.00
"(19.97133, 56.43006)",2,21.7,3.8,12.75,2008,2008,2008.00
"(-72.7825, 75.276944)",2,1.36,0.68,1.02,2003,2003,2003.00
"(-72.94056, 75.28306)",2,8.31,4.02,6.17,2006,2006,2006.00
"(-72.778889, 75.301389)",2,1.02,0.6,0.81,2003,2003,2003.00
"(-72.778333, 75.318611)",2,2.98,1.59,2.29,2006,2006,2006.00
"(-72.7753, 75.3381)",2,2.43,1.5,1.97,2003,2003,2003.00
"(32.9, -102.28333)",2,55400,5600,30500.00,1969,1962,1965.50
"(-72.99333, 160.4)",2,2.5,0.9,1.70,2001,2001,2001.00
"(-72.95194, 160.50944)",2,3.2,2.6,2.90,2001,2001,2001.00
"(27.61667, 4.56667)",2,854,716,785.00,1989,1989,1989.00
"(-72.78194, 75.30194)",2,107.26,96.54,101.90,2003,2003,2003.00
"(20.19485, 57.2022)",2,76.04,76.04,76.04,2003,2003,2003.00
"(-72.95167, 160.46306)",2,1.3,0.7,1.00,2001,2001,2001.00
"(26.99317, 16.13933)",2,1055,34,544.50,1998,1998,1998.00
"(35.05865, -116.76872)",2,1369,17.7,693.35,2001,1999,2000.00
"(18.40333, 54.15)",2,10,2,6.00,2001,2001,2001.00
"(-72.95556, 160.4661)",2,18.3,5.06,11.68,1990,1990,1990.00
"(19.23439, 54.91681)",2,608.5,79,343.75,2004,2004,2004.00
"(-72.984167, 75.246389)",2,0.7,0.55,0.63,2003,2003,2003.00
"(-72.95195, 160.50757)",2,4.7,2.4,3.55,2011,2011,2011.00
"(49.76667, 14.63333)",2,9.72,1.54,5.63,2011,2011,2011.00
"(-30.78333, 126.45)",2,40,28.3,34.15,1986,1986,1986.00
"(20.25, -12.68333)",2,4050,76,2063.00,1973,1920,1946.50
"(27.96667, -7.95)",2,184,17,100.50,2002,2001,2001.50
"(19.7216, 55.70785)",2,1899.7,80.81,990.26,2005,2005,2005.00
"(27.46667, 3.88333)",2,5500,129,2814.50,1990,1989,1989.50
"(18.21917, 54.31533)",2,2118,2100,2109.00,2006,2006,2006.00
"(-76.27195, 156.41295)",1,9.7,9.7,9.70,1990,1990,1990.00
"(19.7, 53.96667)",1,3755,3755,3755.00,1960,1960,1960.00
"(49.81667, -108.46)",1,1296,1296,1296.00,1944,1944,1944.00
"(27.57806, 4.36917)",1,292,292,292.00,1991,1991,1991.00
"(27.01733, 16.0885)",1,87,87,87.00,1997,1997,1997.00
"(35.94167, -102.16)",1,2100,2100,2100.00,1967,1967,1967.00
